Date,Time,Temp C
2020-01-01,03:33,25.61
2020-01-01,03:34,25.62
2020-01-01,03:35,25.63
2020-01-01,03:36,25.65
2020-01-01,03:37,25.66
2020-01-01,03:38,25.68
2020-01-01,03:39,25.69
2020-01-01,03:40,25.71
2020-01-01,03:41,25.72
2020-01-01,03:42,25.73
2020-01-01,03:43,25.75
2020-01-01,03:44,25.76
2020-01-01,03:45,25.78
2020-01-01,03:46,25.79
2020-01-01,03:47,25.81
2020-01-01,03:48,25.82
2020-01-01,03:49,25.84
2020-01-01,03:50,25.85
2020-01-01,03:51,25.87
2020-01-01,03:52,25.88
2020-01-01,03:53,25.9
2020-01-01,03:54,25.91
2020-01-01,03:55,25.92
2020-01-01,03:56,25.94
2020-01-01,03:57,25.95
2020-01-01,03:58,25.97
2020-01-01,03:59,25.98
2020-01-01,04:00,26.0
2020-01-01,04:01,26.02
2020-01-01,04:02,26.03
2020-01-01,04:03,26.05
2020-01-01,04:04,26.06
2020-01-01,04:05,26.08
2020-01-01,04:06,26.09
2020-01-01,04:07,26.11
2020-01-01,04:08,26.12
2020-01-01,04:09,26.14
2020-01-01,04:10,26.15
2020-01-01,04:11,26.17
2020-01-01,04:12,26.18
2020-01-01,04:13,26.2
2020-01-01,04:14,26.22
2020-01-01,04:15,26.23
2020-01-01,04:16,26.25
2020-01-01,04:17,26.26
2020-01-01,04:18,26.28
2020-01-01,04:19,26.29
2020-01-01,04:20,26.31
2020-01-01,04:21,26.33
2020-01-01,04:22,26.34
2020-01-01,04:23,26.36
2020-01-01,04:24,26.37
2020-01-01,04:25,26.39
2020-01-01,04:26,26.41
2020-01-01,04:27,26.42
2020-01-01,04:28,26.44
2020-01-01,04:29,26.45
2020-01-01,04:30,26.47
2020-01-01,04:31,26.49
2020-01-01,04:32,26.5
2020-01-01,04:33,26.52
2020-01-01,04:34,26.53
2020-01-01,04:35,26.55
2020-01-01,04:36,26.57
2020-01-01,04:37,26.58
2020-01-01,04:38,26.6
2020-01-01,04:39,26.62
2020-01-01,04:40,26.63
2020-01-01,04:41,26.65
2020-01-01,04:42,26.66
2020-01-01,04:43,26.68
2020-01-01,04:44,26.7
2020-01-01,04:45,26.71
2020-01-01,04:46,26.73
2020-01-01,04:47,26.75
2020-01-01,04:48,26.76
2020-01-01,04:49,26.78
2020-01-01,04:50,26.8
2020-01-01,04:51,26.81
2020-01-01,04:52,26.83
2020-01-01,04:53,26.85
2020-01-01,04:54,26.86
2020-01-01,04:55,26.88
2020-01-01,04:56,26.9
2020-01-01,04:57,26.91
2020-01-01,04:58,26.93
2020-01-01,04:59,26.95
2020-01-01,05:00,26.96
2020-01-01,05:01,26.98
2020-01-01,05:02,27.0
2020-01-01,05:03,27.02
2020-01-01,05:04,27.03
2020-01-01,05:05,27.05
2020-01-01,05:06,27.07
2020-01-01,05:07,27.08
2020-01-01,05:08,27.1
2020-01-01,05:09,27.12
2020-01-01,05:10,27.13
2020-01-01,05:11,27.15
2020-01-01,05:12,27.17
2020-01-01,05:13,27.19
2020-01-01,05:14,27.2
2020-01-01,05:15,27.22
2020-01-01,05:16,27.24
2020-01-01,05:17,27.25
2020-01-01,05:18,27.27
2020-01-01,05:19,27.29
2020-01-01,05:20,27.31
2020-01-01,05:21,27.32
2020-01-01,05:22,27.34
2020-01-01,05:23,27.36
2020-01-01,05:24,27.37
2020-01-01,05:25,27.39
2020-01-01,05:26,27.41
2020-01-01,05:27,27.43
2020-01-01,05:28,27.44
2020-01-01,05:29,27.46
2020-01-01,05:30,27.48
2020-01-01,05:31,27.5
2020-01-01,05:32,27.51
2020-01-01,05:33,27.53
2020-01-01,05:34,27.55
2020-01-01,05:35,27.56
2020-01-01,05:36,27.58
2020-01-01,05:37,27.6
2020-01-01,05:38,27.62
2020-01-01,05:39,27.63
2020-01-01,05:40,27.65
2020-01-01,05:41,27.67
2020-01-01,05:42,27.69
2020-01-01,05:43,27.7
2020-01-01,05:44,27.72
2020-01-01,05:45,27.74
2020-01-01,05:46,27.76
2020-01-01,05:47,27.77
2020-01-01,05:48,27.79
2020-01-01,05:49,27.81
2020-01-01,05:50,27.83
2020-01-01,05:51,27.84
2020-01-01,05:52,27.86
2020-01-01,05:53,27.88
2020-01-01,05:54,27.9
2020-01-01,05:55,27.91
2020-01-01,05:56,27.93
2020-01-01,05:57,27.95
2020-01-01,05:58,27.97
2020-01-01,05:59,27.98
2020-01-01,06:00,28.0
2020-01-01,06:01,28.02
2020-01-01,06:02,28.03
2020-01-01,06:03,28.05
2020-01-01,06:04,28.07
2020-01-01,06:05,28.09
2020-01-01,06:06,28.1
2020-01-01,06:07,28.12
2020-01-01,06:08,28.14
2020-01-01,06:09,28.16
2020-01-01,06:10,28.17
2020-01-01,06:11,28.19
2020-01-01,06:12,28.21
2020-01-01,06:13,28.23
2020-01-01,06:14,28.24
2020-01-01,06:15,28.26
2020-01-01,06:16,28.28
2020-01-01,06:17,28.3
2020-01-01,06:18,28.31
2020-01-01,06:19,28.33
2020-01-01,06:20,28.35
2020-01-01,06:21,28.37
2020-01-01,06:22,28.38
2020-01-01,06:23,28.4
2020-01-01,06:24,28.42
2020-01-01,06:25,28.44
2020-01-01,06:26,28.45
2020-01-01,06:27,28.47
2020-01-01,06:28,28.49
2020-01-01,06:29,28.5
2020-01-01,06:30,28.52
2020-01-01,06:31,28.54
2020-01-01,06:32,28.56
2020-01-01,06:33,28.57
2020-01-01,06:34,28.59
2020-01-01,06:35,28.61
2020-01-01,06:36,28.63
2020-01-01,06:37,28.64
2020-01-01,06:38,28.66
2020-01-01,06:39,28.68
2020-01-01,06:40,28.69
2020-01-01,06:41,28.71
2020-01-01,06:42,28.73
2020-01-01,06:43,28.75
2020-01-01,06:44,28.76
2020-01-01,06:45,28.78
2020-01-01,06:46,28.8
2020-01-01,06:47,28.81
2020-01-01,06:48,28.83
2020-01-01,06:49,28.85
2020-01-01,06:50,28.87
2020-01-01,06:51,28.88
2020-01-01,06:52,28.9
2020-01-01,06:53,28.92
2020-01-01,06:54,28.93
2020-01-01,06:55,28.95
2020-01-01,06:56,28.97
2020-01-01,06:57,28.98
2020-01-01,06:58,29.0
2020-01-01,06:59,29.02
2020-01-01,07:00,29.04
2020-01-01,07:01,29.05
2020-01-01,07:02,29.07
2020-01-01,07:03,29.09
2020-01-01,07:04,29.1
2020-01-01,07:05,29.12
2020-01-01,07:06,29.14
2020-01-01,07:07,29.15
2020-01-01,07:08,29.17
2020-01-01,07:09,29.19
2020-01-01,07:10,29.2
2020-01-01,07:11,29.22
2020-01-01,07:12,29.24
2020-01-01,07:13,29.25
2020-01-01,07:14,29.27
2020-01-01,07:15,29.29
2020-01-01,07:16,29.3
2020-01-01,07:17,29.32
2020-01-01,07:18,29.34
2020-01-01,07:19,29.35
2020-01-01,07:20,29.37
2020-01-01,07:21,29.38
2020-01-01,07:22,29.4
2020-01-01,07:23,29.42
2020-01-01,07:24,29.43
2020-01-01,07:25,29.45
2020-01-01,07:26,29.47
2020-01-01,07:27,29.48
2020-01-01,07:28,29.5
2020-01-01,07:29,29.51
2020-01-01,07:30,29.53
2020-01-01,07:31,29.55
2020-01-01,07:32,29.56
2020-01-01,07:33,29.58
2020-01-01,07:34,29.59
2020-01-01,07:35,29.61
2020-01-01,07:36,29.63
2020-01-01,07:37,29.64
2020-01-01,07:38,29.66
2020-01-01,07:39,29.67
2020-01-01,07:40,29.69
2020-01-01,07:41,29.71
2020-01-01,07:42,29.72
2020-01-01,07:43,29.74
2020-01-01,07:44,29.75
2020-01-01,07:45,29.77
2020-01-01,07:46,29.78
2020-01-01,07:47,29.8
2020-01-01,07:48,29.82
2020-01-01,07:49,29.83
2020-01-01,07:50,29.85
2020-01-01,07:51,29.86
2020-01-01,07:52,29.88
2020-01-01,07:53,29.89
2020-01-01,07:54,29.91
2020-01-01,07:55,29.92
2020-01-01,07:56,29.94
2020-01-01,07:57,29.95
2020-01-01,07:58,29.97
2020-01-01,07:59,29.98
2020-01-01,08:00,30.0
2020-01-01,08:01,30.02
2020-01-01,08:02,30.03
2020-01-01,08:03,30.05
2020-01-01,08:04,30.06
2020-01-01,08:05,30.08
2020-01-01,08:06,30.09
2020-01-01,08:07,30.1
2020-01-01,08:08,30.12
2020-01-01,08:09,30.13
2020-01-01,08:10,30.15
2020-01-01,08:11,30.16
2020-01-01,08:12,30.18
2020-01-01,08:13,30.19
2020-01-01,08:14,30.21
2020-01-01,08:15,30.22
2020-01-01,08:16,30.24
2020-01-01,08:17,30.25
2020-01-01,08:18,30.27
2020-01-01,08:19,30.28
2020-01-01,08:20,30.29
2020-01-01,08:21,30.31
2020-01-01,08:22,30.32
2020-01-01,08:23,30.34
2020-01-01,08:24,30.35
2020-01-01,08:25,30.37
2020-01-01,08:26,30.38
2020-01-01,08:27,30.39
2020-01-01,08:28,30.41
2020-01-01,08:29,30.42
2020-01-01,08:30,30.44
2020-01-01,08:31,30.45
2020-01-01,08:32,30.46
2020-01-01,08:33,30.48
2020-01-01,08:34,30.49
2020-01-01,08:35,30.5
2020-01-01,08:36,30.52
2020-01-01,08:37,30.53
2020-01-01,08:38,30.54
2020-01-01,08:39,30.56
2020-01-01,08:40,30.57
2020-01-01,08:41,30.58
2020-01-01,08:42,30.6
2020-01-01,08:43,30.61
2020-01-01,08:44,30.62
2020-01-01,08:45,30.64
2020-01-01,08:46,30.65
2020-01-01,08:47,30.66
2020-01-01,08:48,30.68
2020-01-01,08:49,30.69
2020-01-01,08:50,30.7
2020-01-01,08:51,30.72
2020-01-01,08:52,30.73
2020-01-01,08:53,30.74
2020-01-01,08:54,30.75
2020-01-01,08:55,30.77
2020-01-01,08:56,30.78
2020-01-01,08:57,30.79
2020-01-01,08:58,30.8
2020-01-01,08:59,30.82
2020-01-01,09:00,30.83
2020-01-01,09:01,30.84
2020-01-01,09:02,30.85
2020-01-01,09:03,30.87
2020-01-01,09:04,30.88
2020-01-01,09:05,30.89
2020-01-01,09:06,30.9
2020-01-01,09:07,30.91
2020-01-01,09:08,30.93
2020-01-01,09:09,30.94
2020-01-01,09:10,30.95
2020-01-01,09:11,30.96
2020-01-01,09:12,30.97
2020-01-01,09:13,30.98
2020-01-01,09:14,31.0
2020-01-01,09:15,31.01
2020-01-01,09:16,31.02
2020-01-01,09:17,31.03
2020-01-01,09:18,31.04
2020-01-01,09:19,31.05
2020-01-01,09:20,31.06
2020-01-01,09:21,31.08
2020-01-01,09:22,31.09
2020-01-01,09:23,31.1
2020-01-01,09:24,31.11
2020-01-01,09:25,31.12
2020-01-01,09:26,31.13
2020-01-01,09:27,31.14
2020-01-01,09:28,31.15
2020-01-01,09:29,31.16
2020-01-01,09:30,31.17
2020-01-01,09:31,31.18
2020-01-01,09:32,31.19
2020-01-01,09:33,31.21
2020-01-01,09:34,31.22
2020-01-01,09:35,31.23
2020-01-01,09:36,31.24
2020-01-01,09:37,31.25
2020-01-01,09:38,31.26
2020-01-01,09:39,31.27
2020-01-01,09:40,31.28
2020-01-01,09:41,31.29
2020-01-01,09:42,31.3
2020-01-01,09:43,31.31
2020-01-01,09:44,31.32
2020-01-01,09:45,31.33
2020-01-01,09:46,31.34
2020-01-01,09:47,31.35
2020-01-01,09:48,31.35
2020-01-01,09:49,31.36
2020-01-01,09:50,31.37
2020-01-01,09:51,31.38
2020-01-01,09:52,31.39
2020-01-01,09:53,31.4
2020-01-01,09:54,31.41
2020-01-01,09:55,31.42
2020-01-01,09:56,31.43
2020-01-01,09:57,31.44
2020-01-01,09:58,31.45
2020-01-01,09:59,31.46
2020-01-01,10:00,31.46
2020-01-01,10:01,31.47
2020-01-01,10:02,31.48
2020-01-01,10:03,31.49
2020-01-01,10:04,31.5
2020-01-01,10:05,31.51
2020-01-01,10:06,31.52
2020-01-01,10:07,31.52
2020-01-01,10:08,31.53
2020-01-01,10:09,31.54
2020-01-01,10:10,31.55
2020-01-01,10:11,31.56
2020-01-01,10:12,31.56
2020-01-01,10:13,31.57
2020-01-01,10:14,31.58
2020-01-01,10:15,31.59
2020-01-01,10:16,31.6
2020-01-01,10:17,31.6
2020-01-01,10:18,31.61
2020-01-01,10:19,31.62
2020-01-01,10:20,31.63
2020-01-01,10:21,31.63
2020-01-01,10:22,31.64
2020-01-01,10:23,31.65
2020-01-01,10:24,31.65
2020-01-01,10:25,31.66
2020-01-01,10:26,31.67
2020-01-01,10:27,31.68
2020-01-01,10:28,31.68
2020-01-01,10:29,31.69
2020-01-01,10:30,31.7
2020-01-01,10:31,31.7
2020-01-01,10:32,31.71
2020-01-01,10:33,31.72
2020-01-01,10:34,31.72
2020-01-01,10:35,31.73
2020-01-01,10:36,31.73
2020-01-01,10:37,31.74
2020-01-01,10:38,31.75
2020-01-01,10:39,31.75
2020-01-01,10:40,31.76
2020-01-01,10:41,31.76
2020-01-01,10:42,31.77
2020-01-01,10:43,31.78
2020-01-01,10:44,31.78
2020-01-01,10:45,31.79
2020-01-01,10:46,31.79
2020-01-01,10:47,31.8
2020-01-01,10:48,31.8
2020-01-01,10:49,31.81
2020-01-01,10:50,31.81
2020-01-01,10:51,31.82
2020-01-01,10:52,31.83
2020-01-01,10:53,31.83
2020-01-01,10:54,31.84
2020-01-01,10:55,31.84
2020-01-01,10:56,31.85
2020-01-01,10:57,31.85
2020-01-01,10:58,31.85
2020-01-01,10:59,31.86
2020-01-01,11:00,31.86
2020-01-01,11:01,31.87
2020-01-01,11:02,31.87
2020-01-01,11:03,31.88
2020-01-01,11:04,31.88
2020-01-01,11:05,31.89
2020-01-01,11:06,31.89
2020-01-01,11:07,31.89
2020-01-01,11:08,31.9
2020-01-01,11:09,31.9
2020-01-01,11:10,31.91
2020-01-01,11:11,31.91
2020-01-01,11:12,31.91
2020-01-01,11:13,31.92
2020-01-01,11:14,31.92
2020-01-01,11:15,31.92
2020-01-01,11:16,31.93
2020-01-01,11:17,31.93
2020-01-01,11:18,31.93
2020-01-01,11:19,31.94
2020-01-01,11:20,31.94
2020-01-01,11:21,31.94
2020-01-01,11:22,31.95
2020-01-01,11:23,31.95
2020-01-01,11:24,31.95
2020-01-01,11:25,31.95
2020-01-01,11:26,31.96
2020-01-01,11:27,31.96
2020-01-01,11:28,31.96
2020-01-01,11:29,31.96
2020-01-01,11:30,31.97
2020-01-01,11:31,31.97
2020-01-01,11:32,31.97
2020-01-01,11:33,31.97
2020-01-01,11:34,31.97
2020-01-01,11:35,31.98
2020-01-01,11:36,31.98
2020-01-01,11:37,31.98
2020-01-01,11:38,31.98
2020-01-01,11:39,31.98
2020-01-01,11:40,31.98
2020-01-01,11:41,31.99
2020-01-01,11:42,31.99
2020-01-01,11:43,31.99
2020-01-01,11:44,31.99
2020-01-01,11:45,31.99
2020-01-01,11:46,31.99
2020-01-01,11:47,31.99
2020-01-01,11:48,31.99
2020-01-01,11:49,32.0
2020-01-01,11:50,32.0
2020-01-01,11:51,32.0
2020-01-01,11:52,32.0
2020-01-01,11:53,32.0
2020-01-01,11:54,32.0
2020-01-01,11:55,32.0
2020-01-01,11:56,32.0
2020-01-01,11:57,32.0
2020-01-01,11:58,32.0
2020-01-01,11:59,32.0
2020-01-01,12:00,32.0
2020-01-01,12:01,32.0
2020-01-01,12:02,32.0
2020-01-01,12:03,32.0
2020-01-01,12:04,32.0
2020-01-01,12:05,32.0
2020-01-01,12:06,32.0
2020-01-01,12:07,32.0
2020-01-01,12:08,32.0
2020-01-01,12:09,32.0
2020-01-01,12:10,32.0
2020-01-01,12:11,32.0
2020-01-01,12:12,31.99
2020-01-01,12:13,31.99
2020-01-01,12:14,31.99
2020-01-01,12:15,31.99
2020-01-01,12:16,31.99
2020-01-01,12:17,31.99
2020-01-01,12:18,31.99
2020-01-01,12:19,31.99
2020-01-01,12:20,31.98
2020-01-01,12:21,31.98
2020-01-01,12:22,31.98
2020-01-01,12:23,31.98
2020-01-01,12:24,31.98
2020-01-01,12:25,31.98
2020-01-01,12:26,31.97
2020-01-01,12:27,31.97
2020-01-01,12:28,31.97
2020-01-01,12:29,31.97
2020-01-01,12:30,31.97
2020-01-01,12:31,31.96
2020-01-01,12:32,31.96
2020-01-01,12:33,31.96
2020-01-01,12:34,31.96
2020-01-01,12:35,31.95
2020-01-01,12:36,31.95
2020-01-01,12:37,31.95
2020-01-01,12:38,31.95
2020-01-01,12:39,31.94
2020-01-01,12:40,31.94
2020-01-01,12:41,31.94
2020-01-01,12:42,31.93
2020-01-01,12:43,31.93
2020-01-01,12:44,31.93
2020-01-01,12:45,31.92
2020-01-01,12:46,31.92
2020-01-01,12:47,31.92
2020-01-01,12:48,31.91
2020-01-01,12:49,31.91
2020-01-01,12:50,31.91
2020-01-01,12:51,31.9
2020-01-01,12:52,31.9
2020-01-01,12:53,31.89
2020-01-01,12:54,31.89
2020-01-01,12:55,31.89
2020-01-01,12:56,31.88
2020-01-01,12:57,31.88
2020-01-01,12:58,31.87
2020-01-01,12:59,31.87
2020-01-01,13:00,31.86
2020-01-01,13:01,31.86
2020-01-01,13:02,31.85
2020-01-01,13:03,31.85
2020-01-01,13:04,31.85
2020-01-01,13:05,31.84
2020-01-01,13:06,31.84
2020-01-01,13:07,31.83
2020-01-01,13:08,31.83
2020-01-01,13:09,31.82
2020-01-01,13:10,31.81
2020-01-01,13:11,31.81
2020-01-01,13:12,31.8
2020-01-01,13:13,31.8
2020-01-01,13:14,31.79
2020-01-01,13:15,31.79
2020-01-01,13:16,31.78
2020-01-01,13:17,31.78
2020-01-01,13:18,31.77
2020-01-01,13:19,31.76
2020-01-01,13:20,31.76
2020-01-01,13:21,31.75
2020-01-01,13:22,31.75
2020-01-01,13:23,31.74
2020-01-01,13:24,31.73
2020-01-01,13:25,31.73
2020-01-01,13:26,31.72
2020-01-01,13:27,31.72
2020-01-01,13:28,31.71
2020-01-01,13:29,31.7
2020-01-01,13:30,31.7
2020-01-01,13:31,31.69
2020-01-01,13:32,31.68
2020-01-01,13:33,31.68
2020-01-01,13:34,31.67
2020-01-01,13:35,31.66
2020-01-01,13:36,31.65
2020-01-01,13:37,31.65
2020-01-01,13:38,31.64
2020-01-01,13:39,31.63
2020-01-01,13:40,31.63
2020-01-01,13:41,31.62
2020-01-01,13:42,31.61
2020-01-01,13:43,31.6
2020-01-01,13:44,31.6
2020-01-01,13:45,31.59
2020-01-01,13:46,31.58
2020-01-01,13:47,31.57
2020-01-01,13:48,31.56
2020-01-01,13:49,31.56
2020-01-01,13:50,31.55
2020-01-01,13:51,31.54
2020-01-01,13:52,31.53
2020-01-01,13:53,31.52
2020-01-01,13:54,31.52
2020-01-01,13:55,31.51
2020-01-01,13:56,31.5
2020-01-01,13:57,31.49
2020-01-01,13:58,31.48
2020-01-01,13:59,31.47
2020-01-01,14:00,31.46
2020-01-01,14:01,31.46
2020-01-01,14:02,31.45
2020-01-01,14:03,31.44
2020-01-01,14:04,31.43
2020-01-01,14:05,31.42
2020-01-01,14:06,31.41
2020-01-01,14:07,31.4
2020-01-01,14:08,31.39
2020-01-01,14:09,31.38
2020-01-01,14:10,31.37
2020-01-01,14:11,31.36
2020-01-01,14:12,31.35
2020-01-01,14:13,31.35
2020-01-01,14:14,31.34
2020-01-01,14:15,31.33
2020-01-01,14:16,31.32
2020-01-01,14:17,31.31
2020-01-01,14:18,31.3
2020-01-01,14:19,31.29
2020-01-01,14:20,31.28
2020-01-01,14:21,31.27
2020-01-01,14:22,31.26
2020-01-01,14:23,31.25
2020-01-01,14:24,31.24
2020-01-01,14:25,31.23
2020-01-01,14:26,31.22
2020-01-01,14:27,31.21
2020-01-01,14:28,31.19
2020-01-01,14:29,31.18
2020-01-01,14:30,31.17
2020-01-01,14:31,31.16
2020-01-01,14:32,31.15
2020-01-01,14:33,31.14
2020-01-01,14:34,31.13
2020-01-01,14:35,31.12
2020-01-01,14:36,31.11
2020-01-01,14:37,31.1
2020-01-01,14:38,31.09
2020-01-01,14:39,31.08
2020-01-01,14:40,31.06
2020-01-01,14:41,31.05
2020-01-01,14:42,31.04
2020-01-01,14:43,31.03
2020-01-01,14:44,31.02
2020-01-01,14:45,31.01
2020-01-01,14:46,31.0
2020-01-01,14:47,30.98
2020-01-01,14:48,30.97
2020-01-01,14:49,30.96
2020-01-01,14:50,30.95
2020-01-01,14:51,30.94
2020-01-01,14:52,30.93
2020-01-01,14:53,30.91
2020-01-01,14:54,30.9
2020-01-01,14:55,30.89
2020-01-01,14:56,30.88
2020-01-01,14:57,30.87
2020-01-01,14:58,30.85
2020-01-01,14:59,30.84
2020-01-01,15:00,30.83
2020-01-01,15:01,30.82
2020-01-01,15:02,30.8
2020-01-01,15:03,30.79
2020-01-01,15:04,30.78
2020-01-01,15:05,30.77
2020-01-01,15:06,30.75
2020-01-01,15:07,30.74
2020-01-01,15:08,30.73
2020-01-01,15:09,30.72
2020-01-01,15:10,30.7
2020-01-01,15:11,30.69
2020-01-01,15:12,30.68
2020-01-01,15:13,30.66
2020-01-01,15:14,30.65
2020-01-01,15:15,30.64
2020-01-01,15:16,30.62
2020-01-01,15:17,30.61
2020-01-01,15:18,30.6
2020-01-01,15:19,30.58
2020-01-01,15:20,30.57
2020-01-01,15:21,30.56
2020-01-01,15:22,30.54
2020-01-01,15:23,30.53
2020-01-01,15:24,30.52
2020-01-01,15:25,30.5
2020-01-01,15:26,30.49
2020-01-01,15:27,30.48
2020-01-01,15:28,30.46
2020-01-01,15:29,30.45
2020-01-01,15:30,30.44
